,Close,High,Low,Open,Volume
2026-05-19 15:00:00-04:00,297.6799011230469,297.7449951171875,297.5299987792969,297.6499938964844,160495
2026-05-19 15:05:00-04:00,297.885009765625,298.0,297.5903015136719,297.67999267578125,258301
2026-05-19 15:10:00-04:00,298.3832092285156,298.3900146484375,297.7900085449219,297.8900146484375,356228
2026-05-19 15:15:00-04:00,298.260009765625,298.4200134277344,298.2099914550781,298.375,235017
2026-05-19 15:20:00-04:00,298.1099853515625,298.30999755859375,297.95001220703125,298.2699890136719,220311
2026-05-19 15:25:00-04:00,298.3800048828125,298.44000244140625,297.9200134277344,298.05999755859375,227842
2026-05-19 15:30:00-04:00,298.2799987792969,298.42999267578125,298.1000061035156,298.3900146484375,220589
2026-05-19 15:35:00-04:00,298.04010009765625,298.2950134277344,297.8399963378906,298.2799987792969,262043
2026-05-19 15:40:00-04:00,298.0199890136719,298.1050109863281,297.8399963378906,298.0450134277344,241175
2026-05-19 15:45:00-04:00,298.0799865722656,298.2665100097656,297.9100036621094,298.0199890136719,288134
2026-05-19 15:50:00-04:00,298.3550109863281,298.4800109863281,297.8500061035156,298.04998779296875,662125
2026-05-19 15:55:00-04:00,298.9800109863281,299.2200012207031,298.20001220703125,298.32000732421875,2147124
2026-05-20 09:30:00-04:00,300.8599853515625,300.8900146484375,298.0899963378906,298.17999267578125,1772426
2026-05-20 09:35:00-04:00,300.05499267578125,301.14990234375,299.92999267578125,300.8450012207031,645649
2026-05-20 09:40:00-04:00,301.8800964355469,301.95001220703125,300.0249938964844,300.07000732421875,892226
2026-05-20 09:45:00-04:00,301.3583068847656,302.3699951171875,301.239990234375,301.8999938964844,740163
2026-05-20 09:50:00-04:00,301.1499938964844,301.6199951171875,300.92999267578125,301.3399963378906,424007
2026-05-20 09:55:00-04:00,300.239990234375,301.1700134277344,299.9200134277344,301.1700134277344,468177
2026-05-20 10:00:00-04:00,299.67999267578125,300.2799987792969,299.45001220703125,300.239990234375,523818
2026-05-20 10:05:00-04:00,299.44000244140625,300.0398864746094,299.42999267578125,299.69000244140625,327105
2026-05-20 10:10:00-04:00,299.510009765625,299.95001220703125,299.20001220703125,299.45001220703125,402618
2026-05-20 10:15:00-04:00,299.739990234375,300.3500061035156,299.4800109863281,299.5335998535156,507549
2026-05-20 10:20:00-04:00,299.44000244140625,300.16558837890625,299.3999938964844,299.7200012207031,450735
2026-05-20 10:25:00-04:00,299.5199890136719,299.7099914550781,299.1700134277344,299.45001220703125,316527
2026-05-20 10:30:00-04:00,299.6000061035156,300.1700134277344,299.510009765625,299.510009765625,395349
2026-05-20 10:35:00-04:00,299.19000244140625,299.69500732421875,299.0899963378906,299.6099853515625,349155
2026-05-20 10:40:00-04:00,299.6199035644531,299.6899108886719,299.1499938964844,299.19000244140625,315273
2026-05-20 10:45:00-04:00,299.7300109863281,299.80999755859375,299.32000732421875,299.6099853515625,307579
2026-05-20 10:50:00-04:00,300.44000244140625,300.4700012207031,299.70001220703125,299.739990234375,317986
2026-05-20 10:55:00-04:00,299.92999267578125,300.4599914550781,299.7900085449219,300.42999267578125,258721
2026-05-20 11:00:00-04:00,299.32501220703125,300.1300048828125,299.32000732421875,299.9200134277344,263384
2026-05-20 11:05:00-04:00,299.17999267578125,299.42999267578125,299.07000732421875,299.3349914550781,291416
2026-05-20 11:10:00-04:00,299.2601013183594,299.4700012207031,299.17999267578125,299.17999267578125,175541
2026-05-20 11:15:00-04:00,299.4649963378906,300.510009765625,299.2300109863281,299.260009765625,630394
2026-05-20 11:20:00-04:00,299.75,299.75,299.4599914550781,299.510009765625,184093
2026-05-20 11:25:00-04:00,299.1600036621094,299.80999755859375,299.0799865722656,299.7300109863281,293778
2026-05-20 11:30:00-04:00,299.17999267578125,299.3099060058594,298.95001220703125,299.1600036621094,244670
2026-05-20 11:35:00-04:00,299.1000061035156,299.3299865722656,298.9100036621094,299.17999267578125,213940
2026-05-20 11:40:00-04:00,298.9649963378906,299.18499755859375,298.6700134277344,299.1300048828125,230316
2026-05-20 11:45:00-04:00,299.0400085449219,299.05999755859375,298.8500061035156,298.9700012207031,257762
2026-05-20 11:50:00-04:00,299.17498779296875,299.17999267578125,298.9501037597656,299.04998779296875,218407
2026-05-20 11:55:00-04:00,299.17999267578125,299.17999267578125,298.80999755859375,299.1600036621094,197318
2026-05-20 12:00:00-04:00,299.32000732421875,299.364990234375,299.0350036621094,299.19000244140625,180497
2026-05-20 12:05:00-04:00,299.44000244140625,299.45001220703125,299.25,299.32000732421875,167842
2026-05-20 12:10:00-04:00,299.57220458984375,299.6600036621094,298.94000244140625,299.42999267578125,340613
2026-05-20 12:15:00-04:00,300.05999755859375,300.32000732421875,299.54998779296875,299.5799865722656,439221
2026-05-20 12:20:00-04:00,300.0299987792969,300.1600036621094,299.82000732421875,300.0942077636719,190729
2026-05-20 12:25:00-04:00,300.0050048828125,300.04998779296875,299.8399963378906,300.0299987792969,150442
2026-05-20 12:30:00-04:00,299.9649963378906,299.989990234375,299.6400146484375,299.989990234375,202686
2026-05-20 12:35:00-04:00,299.68450927734375,300.05999755859375,299.68450927734375,299.95001220703125,165168
2026-05-20 12:40:00-04:00,300.010009765625,300.1000061035156,299.57000732421875,299.67999267578125,242138
2026-05-20 12:45:00-04:00,300.3299865722656,300.3800048828125,299.989990234375,300.0,297858
2026-05-20 12:50:00-04:00,300.54998779296875,300.82000732421875,300.30999755859375,300.32000732421875,306879
2026-05-20 12:55:00-04:00,300.7099914550781,300.7900085449219,300.3370056152344,300.53021240234375,252439
2026-05-20 13:00:00-04:00,300.5304870605469,300.8399963378906,300.4200134277344,300.7117919921875,194357
2026-05-20 13:05:00-04:00,300.29998779296875,300.5849914550781,300.2699890136719,300.5249938964844,167140
2026-05-20 13:10:00-04:00,300.5,300.7099914550781,300.04998779296875,300.3099060058594,253021
2026-05-20 13:15:00-04:00,300.95001220703125,301.0,300.4800109863281,300.489990234375,270099
2026-05-20 13:20:00-04:00,301.07000732421875,301.2699890136719,300.9049987792969,300.9599914550781,267176
2026-05-20 13:25:00-04:00,301.04998779296875,301.1000061035156,300.8900146484375,301.07000732421875,222812
2026-05-20 13:30:00-04:00,301.0150146484375,301.17999267578125,300.9100036621094,301.05999755859375,221540
2026-05-20 13:35:00-04:00,301.4100036621094,301.6499938964844,301.010009765625,301.0198059082031,325498
2026-05-20 13:40:00-04:00,301.30999755859375,301.4200134277344,301.20001220703125,301.3999938964844,156687
2026-05-20 13:45:00-04:00,301.1549987792969,301.4469909667969,301.1499938964844,301.32000732421875,195515
2026-05-20 13:50:00-04:00,300.9800109863281,301.2189025878906,300.9501037597656,301.1499938964844,158889
2026-05-20 13:55:00-04:00,301.5150146484375,301.5799865722656,300.9599914550781,300.9599914550781,189853
2026-05-20 14:00:00-04:00,301.5400085449219,301.7200012207031,301.3299865722656,301.5199890136719,402457
2026-05-20 14:05:00-04:00,301.3699951171875,301.67999267578125,301.3302917480469,301.57000732421875,325179
2026-05-20 14:10:00-04:00,301.2200012207031,301.3800048828125,301.1449890136719,301.3800048828125,176275
2026-05-20 14:15:00-04:00,301.3699951171875,301.5849914550781,301.19000244140625,301.2099914550781,323799
2026-05-20 14:20:00-04:00,301.44000244140625,301.6300048828125,301.3500061035156,301.385009765625,240559
2026-05-20 14:25:00-04:00,301.4700012207031,301.67999267578125,301.2699890136719,301.42999267578125,290092
2026-05-20 14:30:00-04:00,301.85009765625,301.9599914550781,301.4700012207031,301.4700012207031,309909
2026-05-20 14:35:00-04:00,302.18499755859375,302.2300109863281,301.8299865722656,301.8500061035156,372314
2026-05-20 14:40:00-04:00,301.8800048828125,302.2099914550781,301.8699951171875,302.18499755859375,332234
2026-05-20 14:45:00-04:00,301.8500061035156,302.04998779296875,301.7300109863281,301.875,362502
2026-05-20 14:50:00-04:00,302.1650085449219,302.2900085449219,301.8500061035156,301.8500061035156,329551
2026-05-20 14:55:00-04:00,302.2049865722656,302.29998779296875,302.1300964355469,302.1700134277344,231094
2026-05-20 15:00:00-04:00,302.05499267578125,302.79998779296875,302.0,302.2149963378906,657130
2026-05-20 15:05:00-04:00,301.67999267578125,302.0799865722656,301.6549987792969,302.05499267578125,260566
2026-05-20 15:10:00-04:00,302.19000244140625,302.2349853515625,301.4849853515625,301.67498779296875,353545
2026-05-20 15:15:00-04:00,302.04998779296875,302.3800048828125,301.9649963378906,302.1700134277344,370739
2026-05-20 15:20:00-04:00,301.82000732421875,302.1499938964844,301.79998779296875,302.05999755859375,332148
2026-05-20 15:25:00-04:00,302.19000244140625,302.2900085449219,301.75,301.82000732421875,312709
2026-05-20 15:30:00-04:00,302.1300048828125,302.30499267578125,301.93499755859375,302.20001220703125,339618
2026-05-20 15:35:00-04:00,302.0899963378906,302.3399963378906,302.010009765625,302.1400146484375,333528
2026-05-20 15:40:00-04:00,301.9599914550781,302.1600036621094,301.9200134277344,302.0799865722656,361721
2026-05-20 15:45:00-04:00,301.9700012207031,302.15899658203125,301.8575134277344,301.95001220703125,324090
2026-05-20 15:50:00-04:00,301.9100036621094,302.5199890136719,301.8800048828125,301.9700012207031,841597
2026-05-20 15:55:00-04:00,302.2650146484375,302.2950134277344,301.8699951171875,301.9020080566406,1602724
2026-05-21 09:30:00-04:00,301.364990234375,301.79998779296875,300.3999938964844,301.04998779296875,2696060
2026-05-21 09:35:00-04:00,301.9100036621094,302.2300109863281,301.3299865722656,301.3699951171875,559142
2026-05-21 09:40:00-04:00,301.8399963378906,302.4700012207031,301.67999267578125,301.9562072753906,483515
2026-05-21 09:45:00-04:00,301.9200134277344,302.364990234375,301.7200012207031,301.82000732421875,329201
2026-05-21 09:50:00-04:00,302.8599853515625,302.9100036621094,301.6300048828125,301.94000244140625,409919
2026-05-21 09:55:00-04:00,302.75,303.07000732421875,302.3714904785156,302.8399963378906,413760
2026-05-21 10:00:00-04:00,302.4800109863281,302.8399963378906,302.3699951171875,302.7449951171875,293006
2026-05-21 10:05:00-04:00,302.0950012207031,302.4599914550781,302.0199890136719,302.45001220703125,263307
2026-05-21 10:10:00-04:00,301.5899963378906,302.3598937988281,301.260009765625,302.1000061035156,432448
2026-05-21 10:15:00-04:00,301.8500061035156,302.1300048828125,301.29998779296875,301.5899963378906,415577
2026-05-21 10:20:00-04:00,301.3599853515625,302.04998779296875,301.3500061035156,301.8450927734375,328655
2026-05-21 10:25:00-04:00,301.9508972167969,301.9508972167969,301.32000732421875,301.3800048828125,262130
2026-05-21 10:30:00-04:00,302.42498779296875,302.44000244140625,301.8699951171875,301.92999267578125,300959
2026-05-21 10:35:00-04:00,302.3999938964844,302.59991455078125,302.239990234375,302.42999267578125,208269
2026-05-21 10:40:00-04:00,301.989990234375,302.4200134277344,301.8599853515625,302.3800048828125,211219
2026-05-21 10:45:00-04:00,301.739990234375,302.06988525390625,301.6199951171875,301.9700012207031,195607
2026-05-21 10:50:00-04:00,301.8599853515625,302.0574035644531,301.5801086425781,301.760009765625,211126
2026-05-21 10:55:00-04:00,302.1499938964844,302.2699890136719,301.79998779296875,301.8699951171875,149695
2026-05-21 11:00:00-04:00,302.1199951171875,302.2550048828125,301.95001220703125,302.1549987792969,214257
2026-05-21 11:05:00-04:00,301.9700012207031,302.25,301.8999938964844,302.135009765625,158086
2026-05-21 11:10:00-04:00,302.8999938964844,302.92498779296875,301.6499938964844,301.95001220703125,330865
2026-05-21 11:15:00-04:00,303.06500244140625,303.3599853515625,302.8599853515625,302.8951110839844,690924
2026-05-21 11:20:00-04:00,302.9999084472656,303.2998962402344,302.92999267578125,303.0799865722656,230465
2026-05-21 11:25:00-04:00,303.0249938964844,303.2200012207031,302.8599853515625,303.0,279789
2026-05-21 11:30:00-04:00,303.1700134277344,303.3299865722656,302.9100036621094,303.0249938964844,323082
2026-05-21 11:35:00-04:00,303.6199035644531,303.6700134277344,303.05999755859375,303.20001220703125,338173
2026-05-21 11:40:00-04:00,303.94000244140625,304.2442932128906,303.6000061035156,303.6199951171875,443152
2026-05-21 11:45:00-04:00,303.8999938964844,304.0299987792969,303.7799987792969,303.952392578125,241618
2026-05-21 11:50:00-04:00,303.79998779296875,304.0,303.7099914550781,303.9200134277344,160171
2026-05-21 11:55:00-04:00,303.82000732421875,303.8800048828125,303.69000244140625,303.77020263671875,162224
2026-05-21 12:00:00-04:00,304.1600036621094,304.1700134277344,303.7300109863281,303.8299865722656,238950
2026-05-21 12:05:00-04:00,304.1199951171875,304.1600036621094,303.8699951171875,304.1549987792969,374619
2026-05-21 12:10:00-04:00,303.8599853515625,304.135009765625,303.760009765625,304.114990234375,238162
2026-05-21 12:15:00-04:00,303.5199890136719,303.8699951171875,303.4700012207031,303.8699951171875,205750
2026-05-21 12:20:00-04:00,303.5799865722656,303.6000061035156,303.29998779296875,303.5199890136719,169900
2026-05-21 12:25:00-04:00,303.6369934082031,303.7200012207031,303.42498779296875,303.57000732421875,169170
2026-05-21 12:30:00-04:00,303.67999267578125,303.73980712890625,303.5400085449219,303.6199951171875,165520
2026-05-21 12:35:00-04:00,303.2900085449219,303.7799987792969,303.2200012207031,303.6831970214844,213195
2026-05-21 12:40:00-04:00,303.7349853515625,303.7349853515625,303.2950134277344,303.29998779296875,129203
2026-05-21 12:45:00-04:00,303.4200134277344,303.79998779296875,303.375,303.7406921386719,158267
2026-05-21 12:50:00-04:00,303.07501220703125,303.4800109863281,303.0498962402344,303.4200134277344,260291
2026-05-21 12:55:00-04:00,303.4100036621094,303.5299987792969,303.05999755859375,303.07501220703125,231401
2026-05-21 13:00:00-04:00,303.67498779296875,303.67999267578125,303.4100036621094,303.4200134277344,145312
2026-05-21 13:05:00-04:00,303.6499938964844,303.8699951171875,303.614990234375,303.67999267578125,223298
2026-05-21 13:10:00-04:00,304.0199890136719,304.2200012207031,303.5799865722656,303.6499938964844,470196
2026-05-21 13:15:00-04:00,304.1400146484375,304.5899963378906,303.8699951171875,304.0350036621094,378703
2026-05-21 13:20:00-04:00,304.44500732421875,304.5400085449219,304.010009765625,304.1340026855469,318368
2026-05-21 13:25:00-04:00,304.59100341796875,304.67999267578125,304.32000732421875,304.4599914550781,348104
2026-05-21 13:30:00-04:00,304.5140075683594,304.7398986816406,304.4200134277344,304.6099853515625,250932
2026-05-21 13:35:00-04:00,304.6000061035156,304.6600036621094,304.4700012207031,304.5150146484375,190307
2026-05-21 13:40:00-04:00,304.6449890136719,304.75,304.54998779296875,304.610107421875,224577
2026-05-21 13:45:00-04:00,304.6499938964844,304.739990234375,304.510009765625,304.6499938964844,210123
2026-05-21 13:50:00-04:00,304.92999267578125,304.95001220703125,304.6099853515625,304.6499938964844,238115
2026-05-21 13:55:00-04:00,304.92010498046875,305.05999755859375,304.8699951171875,304.95001220703125,685820
2026-05-21 14:00:00-04:00,304.57000732421875,305.1000061035156,304.489990234375,304.9200134277344,329658
2026-05-21 14:05:00-04:00,304.6099853515625,304.7300109863281,304.3599853515625,304.5400085449219,194957
2026-05-21 14:10:00-04:00,304.55999755859375,304.71051025390625,304.5409851074219,304.6098937988281,198276
2026-05-21 14:15:00-04:00,304.6099853515625,304.69000244140625,304.489990234375,304.55999755859375,205863
2026-05-21 14:20:00-04:00,304.9599914550781,304.9599914550781,304.6099853515625,304.625,219034
2026-05-21 14:25:00-04:00,304.6199951171875,305.0,304.55010986328125,304.95001220703125,238173
2026-05-21 14:30:00-04:00,304.3699951171875,304.6499938964844,304.2701110839844,304.6199951171875,214722
2026-05-21 14:35:00-04:00,304.3999938964844,304.510009765625,304.3599853515625,304.3900146484375,190207
2026-05-21 14:40:00-04:00,304.6300048828125,304.7204895019531,304.3550109863281,304.3999938964844,242882
2026-05-21 14:45:00-04:00,304.5249938964844,304.72589111328125,304.1199951171875,304.6300048828125,284144
2026-05-21 14:50:00-04:00,304.07000732421875,304.80999755859375,304.07000732421875,304.5199890136719,357679
2026-05-21 14:55:00-04:00,304.2099914550781,304.24700927734375,303.8900146484375,304.1000061035156,239962
2026-05-21 15:00:00-04:00,304.6700134277344,304.70001220703125,304.19000244140625,304.2099914550781,303860
2026-05-21 15:05:00-04:00,305.0899963378906,305.0899963378906,304.42999267578125,304.6799011230469,295506
2026-05-21 15:10:00-04:00,305.1099853515625,305.1099853515625,304.95001220703125,305.07000732421875,245405
2026-05-21 15:15:00-04:00,305.1600036621094,305.25,305.0299987792969,305.1099853515625,309880
2026-05-21 15:20:00-04:00,305.17999267578125,305.2200012207031,305.010009765625,305.1600036621094,343609
2026-05-21 15:25:00-04:00,305.226806640625,305.32501220703125,305.07000732421875,305.20001220703125,310666
2026-05-21 15:30:00-04:00,305.19500732421875,305.53900146484375,305.1499938964844,305.2200012207031,332478
2026-05-21 15:35:00-04:00,305.1050109863281,305.25,304.9599914550781,305.20001220703125,379379
2026-05-21 15:40:00-04:00,304.82000732421875,305.2300109863281,304.7349853515625,305.1050109863281,439968
2026-05-21 15:45:00-04:00,304.95001220703125,305.1300048828125,304.7900085449219,304.80999755859375,360371
2026-05-21 15:50:00-04:00,304.8800048828125,305.2200012207031,304.54998779296875,304.9599914550781,774216
2026-05-21 15:55:00-04:00,305.0899963378906,305.239990234375,304.510009765625,304.8800048828125,2170695
